Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
33,up,Enleo,інша любов,34,4,25,,,,,UA,0,0
34,down,Tom Odell,Another Love,30,6,52,,,,,0,0,OTHER
35,up,Harry Styles,As It Was,35,18,47,,,,,0,0,OTHER
36,down,Endshpil,Приятная (feat. Ollane),33,16,12,,,,,0,RU,0
37,up,SHUMEI,Біля тополі,41,9,46,,,,,UA,0,0
38,down,KALUSH,Stefania (Kalush Orchestra),36,1,41,,,,,UA,0,0
39,up,Chico & Qatoshi,Ластівки,43,1,35,,,,,UA,0,0
40,down,Eminem,Superman (feat. Dina Rae),38,24,31,,,,,0,0,OTHER
41,up,Artem Pivovarov & DOROFEEVA,Думи,42,9,38,,,,,UA,0,0
42,up,Scriptonite,Положение,44,17,169,,,,,0,RU,0
43,down,Chris Brown,Under the Influence,37,3,30,,,,,0,0,OTHER
44,down,NAZVA,Сіґеле-міґеле,32,10,7,,,,,UA,0,0
45,up,Elley Duhé,MIDDLE OF THE NIGHT,45,8,69,,,,,0,0,OTHER
46,up,PIKA,Кмон,80,46,2,,,,,0,RU,0
47,up,KOLA,Чи разом?,56,1,37,,,,,UA,0,0
48,down,Quest Pistols Show,Ти неймовірна,39,8,10,,,,,UA,0,0
49,down,SadSvit,Касета,46,36,16,,,,,UA,0,0
50,down,KALUSH,Файна (feat. Skofka),49,8,51,,,,,UA,0,0
51,down,100лица & SKYLERR,Вечорниці (Добрий день Everybody),48,2,32,,,,,UA,0,0
52,down,WHITE GALLOWS,Город,47,27,6,,,,,0,RU,0
53,down,Chico & Qatoshi,Допоможе ЗСУ,52,3,43,,,,,UA,0,0
54,up,Tery & Libenson,Не можу так,100,54,2,,,,,UA,0,0
55,up,Майкола Вайнер,Patton (feat. Kalush),94,55,7,,,,,UA,0,0
56,down,Golubenko,Мила (feat. CLONNEX),53,20,16,,,,,UA,0,0
57,down,KALUSH,Калуські вечорниці (feat. Tember Blanche),55,13,50,,,,,UA,0,0
58,down,Lost Frequencies & Calum Scott,Where Are You Now,57,27,48,,,,,0,0,OTHER
59,up,Kaspiyskiy Gruz,На белом (feat. Гио Пика),60,59,3,,,,,0,RU,0
60,down,ANNA ASTI,По барам,54,14,38,,,,,0,RU,0
61,down,KALUSH,Зорi,58,9,56,,,,,UA,0,0
62,down,Scriptonite,Танцуй сама,61,28,48,,,,,0,RU,0
63,up,Grohotsky,Будь зі мною,67,28,15,,,,,UA,0,0
64,down,Elton John & Dua Lipa,Cold Heart (PNAU Remix),59,17,73,,,,,0,0,OTHER
65,down,TVORCHI,Heart of Steel,51,3,11,,,,,UA,0,0
66,up,Boombox,Люди,72,27,52,,,,,UA,0,0
67,up,Tiësto & Ava Max,The Motto,68,35,54,,,,,0,0,OTHER
68,down,Patsyki Z Franeka,Марічка,66,10,41,,,,,UA,0,0
69,down,KALUSH,Тiпок (Tipok),65,21,42,,,,,UA,0,0
70,down,Markul & Тося Чайкина,Стрелы,62,15,29,,,,,0,RU,0
71,down,Imagine Dragons,Bones,63,60,23,,,,,0,0,OTHER
72,down,Один в каное,У мене немає дому,70,5,50,,,,,UA,0,0
73,-,100лиця,Троянди,-,73,1,,,,,UA,0,0
74,down,The Neighbourhood,Sweater Weather,71,71,18,77,2021-01-10,63,2021-02-07,0,0,OTHER
75,up,MACAN & Xcho,Простуда,76,75,3,,,,,0,RU,0
76,up,CHEEV,Мрієшся,83,22,20,,,,,UA,0,0
77,down,The Weeknd,Blinding Lights,75,3,120,94,2019-12-01,1,2020-03-01,0,0,OTHER
78,down,YARMAK,ДИКЕ ПОЛЕ (feat. ALISA),77,14,39,,,,,UA,0,0
79,down,Scriptonite,Цепи (feat. 104),78,41,87,,,,,0,RU,0
80,down,KRBK,Девушка в чёрном,69,43,23,,,,,UA,0,0
81,down,KALUSH & Kalush Orchestra,In The Shadows Of Ukraine (feat. The Rasmus),64,2,18,,,,,UA,0,0
82,-,Alexander Teslenko,Я розбиваюся,-,45,14,,,,,UA,0,0
83,-,Rihanna,Bitch Better Have My Money,-,83,1,,,,,0,0,OTHER
84,up,Mr.Kitty,After Dark,87,42,35,,,,,0,0,OTHER
85,up,SODA LUV,ЯЛРС,85,85,2,,,,,0,RU,0
86,down,INSTASAMKA,КАК MOMMY,40,22,8,,,,,0,RU,0
87,up,Creeds,Push Up,90,87,2,,,,,0,0,OTHER
88,up,KOZAK SIROMAHA,Гуляли,89,81,5,,,,,UA,0,0
89,down,Bizarrap & Shakira,"Shakira: Bzrp Music Sessions, Vol. 53",50,30,5,,,,,0,0,OTHER
90,down,Fiinka,Довбуш,73,19,9,,,,,UA,0,0
91,down,KRBK,Крепче,81,46,19,,,,,UA,0,0
92,down,ANGY KREYDA,Враже,91,50,27,,,,,UA,0,0
93,-,Rihanna,Umbrella (feat. JAY Z),-,93,1,,,,,0,0,OTHER
94,up,Skofka,Не забудем і не пробачим,98,28,41,,,,,UA,0,0
95,down,Coolio,Gangsta's Paradise (feat. L.V.),84,45,19,,,,,0,0,OTHER
96,down,FACE,Прада,93,93,2,,,,,0,RU,0
97,-,INSTASAMKA,Отключаю телефон,-,97,1,,,,,0,RU,0
98,-,The Weeknd,Starboy (feat. Daft Punk),-,98,1,,,,,0,0,OTHER
99,-,Vsivdoma,Відьма,-,99,1,,,,,UA,0,0
100,down,MOSOVICH & Batrai,Полярная звезда,79,12,13,,,,,0,RU,0
